dim_ok,dim_tourism_level,title,year,type,type_label,venue,authors,doi,url,source_db,dim_cn,dim_ar,dim_tourism_strong,dim_tourism_weak
True,strong,COVID-19 Pandemic Impacts on Chinese Outbound Tourism and Survival Strategy,2022,book-chapter,图书章节,"Tourism, Aviation and Hospitality Development During the COVID-19 Pandemic",Dongmei Ren; Dolores Sánchez-Aguilera,10.1007/978-981-19-1661-8_3,https://doi.org/10.1007/978-981-19-1661-8_3,crossref,chinese,arab,tourism,
True,strong,Jiangxi Traditional Chinese Medicine Health Tourism: Development Model and Practical Exploration,2020,proceedings-article,会议论文,2020 Conference on Economics and Management (CEAM2020),,10.38007/proceedings.0000547,https://doi.org/10.38007/proceedings.0000547,crossref,chinese,arab,tourism,
True,strong,Bookstores as Creative Catalysts for Rural Tourism in Traditional Chinese Villages,2025,journal-article,期刊论文,Tourism Planning &amp; Development,Yingju Zhang; Yu Okamura,10.1080/21568316.2025.2597914,https://doi.org/10.1080/21568316.2025.2597914,crossref,chinese,arab,tourism,
True,strong,Forecasting Chinese Tourism Demand for Thailand: Using Markov Switching Autoregressive Model,2020,journal-article,期刊论文,Journal of Physics: Conference Series,Sainatee Chernbumroong; Chonrada Nunti; Kewalin Somboon,10.1088/1742-6596/1651/1/012027,https://doi.org/10.1088/1742-6596/1651/1/012027,crossref,chinese,arab,tourism; tourism industry; tourists,
True,strong,Outside entrepreneurs in Chinese tourism historical villages: how do they integrate?,2017,journal-article,期刊论文,Asian Journal of Tourism Research,Sun Yat-sen University; Xu Honggang; Zhou Haoran; Sun Yat-sen University,10.12982/ajtr.2017.0004,https://doi.org/10.12982/ajtr.2017.0004,crossref,chinese,arab,tourism,
True,strong,Blogs vs Vlogs: Evaluation of Chinese Audience Resonance In Slow Tourism,2024,journal-article,期刊论文,Advances in Hospitality and Tourism Research (AHTR),Meng Wang; Azmawani Abd Rahman; Yuhanis Abdul Aziz; Nor Azura Adzharuddin,10.30519/ahtr.1312789,https://doi.org/10.30519/ahtr.1312789,crossref,china; chinese,arab,destinations; tourism,
True,strong,Analysis on the Characteristics of Chinese National Folk Sports Tourism Destination,2014,proceedings-article,会议论文,"Advances in Social Science, Education and Humanities Research",Yi Cuixia,10.2991/asshm-14.2014.71,https://doi.org/10.2991/asshm-14.2014.71,crossref,chinese,arab,destination; tourism,
True,strong,How Do Chinese Tourists Construct Their Tourism Experience in North Korea?,2026,journal-article,期刊论文,Journal of Tourism Enhancement,Zhijun Sun; Ju-Hyoung Han,10.35498/kotes.2026.se3.85,https://doi.org/10.35498/kotes.2026.se3.85,crossref,chinese,arab,tourism; tourists,
True,strong,Intercultural Communicative Competence between Chinese Tourists and Thai Citizens in Tourism,2026,journal-article,期刊论文,Journal of Intercultural Communication,Zhaoyi Pan,10.36923/jicc.v26i3.1465,https://doi.org/10.36923/jicc.v26i3.1465,crossref,chinese,arab,tourism; tourists,
True,strong,New interests of urban heritage and tourism research in Chinese cities,2019,book-chapter,图书章节,Heritage Tourism and Cities in China,Honggang Xu; Trevor H. B. Sofield,10.4324/9781351061155-1,https://doi.org/10.4324/9781351061155-1,crossref,chinese,arab,heritage; tourism,
True,strong,Typologies of Korean perceptions toward Chinese tourism: a Q methodology approach,2025,journal-article,期刊论文,Journal of Hospitality and Tourism Studies,Jong-Hun Im; Jung-Woo Ha,10.31667/jhts.2025.05.114.77,https://doi.org/10.31667/jhts.2025.05.114.77,crossref,chinese,arab,tourism,
True,strong,Behavioral Intention of Chinese Users to Use DeepSeek for Medical Tourism,2026,journal-article,期刊论文,Asian Journal of Business Research,Le Li; Wei Chong Choo; Yee Choy Leong; Md Shamim Hossain,10.14707/ajbr.260225,https://doi.org/10.14707/ajbr.260225,crossref,chinese,arab,tourism,
True,strong,Discussion on the impact of Chinese traditional culture on tourism management,2016,proceedings-article,会议论文,"Proceedings of the 2016 4th International Education, Economics, Social Science, Arts, Sports and Management Engineering Conference (IEESASM 2016)",Xiaofei Huang,10.2991/ieesasm-16.2016.98,https://doi.org/10.2991/ieesasm-16.2016.98,crossref,chinese,arab,tourism,
True,strong,A Study on the Antecedents Influencing Chinese Tourists’ K-Medical Tourism,2019,journal-article,期刊论文,The Journal of Internet Electronic Commerce Resarch,Kihan Chung,10.37272/jiecr.2019.02.19.1.241,https://doi.org/10.37272/jiecr.2019.02.19.1.241,crossref,chinese,arab,tourism; tourists,
True,strong,"Book Review: Faiths on display: Religion, tourism, and the Chinese state",2011,journal-article,期刊论文,China Information,Meiwen Chen,10.1177/0920203x11422469f,https://doi.org/10.1177/0920203x11422469f,crossref,chinese,arab,tourism,
True,strong,Exploring Resistance to Virtual Reality in Tourism among Chinese Elderly People,2025,posted-content,预印本,Elsevier BV,yingxiu hong,10.2139/ssrn.5734952,https://doi.org/10.2139/ssrn.5734952,crossref,chinese,arab,tourism,
True,strong,Chinese Tourists’ Expectations and Satisfaction with Eco‐Tourism in Sri Lanka,2025,journal-article,期刊论文,International Journal of Research and Innovation in Social Science,Senavirathna K.S.B; Chandrawansa K.D.J,10.47772/ijriss.2025.908000456,https://doi.org/10.47772/ijriss.2025.908000456,crossref,chinese,arab,destination; destinations; eco tourism; ecotourism; heritage; tour; tourism; tourists; travel; visitors,
True,strong,A Study on Chinese Capital’s Investment in Tourism Industry in Korea,2021,journal-article,期刊论文,Korean-Chinese Social Science Studies,Kibo Ku,10.36527/kcsss.19.1.7,https://doi.org/10.36527/kcsss.19.1.7,crossref,chinese,arab,tourism; tourism industry,
True,strong,1. Travel as a Business: The Making of Modern Chinese Tourism,2021,book-chapter,图书章节,Touring China,,10.1515/9781501760631-004,https://doi.org/10.1515/9781501760631-004,crossref,chinese,arab,tourism; travel,
True,strong,The real story behind the “boom” in Chinese tourism to Australia,2011,posted-content,预印本,The Conversation,Jack Carlsen,10.64628/aa.qrd3haq39,https://doi.org/10.64628/aa.qrd3haq39,crossref,chinese,arab,tourism,
True,strong,Exploring the Female Tourists' Identity in Contemporary Chinese Theme Parks Tourism,2024,journal-article,期刊论文,International Journal of Academic Research in Business and Social Sciences,Wenjing Fan; Wahyuni Masyidah Binti Md Isa; Raja Farah Binti Raja Hadayadanin,10.6007/ijarbss/v14-i8/22151,https://doi.org/10.6007/ijarbss/v14-i8/22151,crossref,chinese,arab,tourism; tourists,
True,strong,Sentiment Analysis of Chinese Tourists to Marine Tourism Resource in Sabah,2024,journal-article,期刊论文,Malaysian Journal of Social Sciences and Humanities (MJSSH),Qi Qi; Rosazman Hussin; Md Sayed Uddin,10.47405/mjssh.v9i7.2937,https://doi.org/10.47405/mjssh.v9i7.2937,crossref,china; chinese,arab,attraction; cuisine; destination; hotel; tourism; tourism industry; tourists; travel; travellers,
True,strong,A Study on the Revitalization Strategies of Chinese Film-induced Tourism,2019,journal-article,期刊论文,Journal of Korea Culture Industry,Yan Zhang; Zhi-wei Duan; Hyuck-jin Lee,10.35174/jkci.2019.03.19.1.49,https://doi.org/10.35174/jkci.2019.03.19.1.49,crossref,chinese,arab,tourism,
True,strong,Chinese Outbound Tourists’ Luxury Consumption,2016,book-chapter,图书章节,Chinese Outbound Tourism 2.0,,10.1201/b19856-24,https://doi.org/10.1201/b19856-24,crossref,chinese,arab,tourists,
True,strong,Chinese Outbound Tourists’ Shopping Behavior,2016,book-chapter,图书章节,Chinese Outbound Tourism 2.0,,10.1201/b19856-23,https://doi.org/10.1201/b19856-23,crossref,chinese,arab,tourists,
True,strong,Chinese Tourists and the Sun,2019,book-chapter,图书章节,Delivering Tourism Intelligence,Tingzhen (Jane) Chen; Philip L. Pearce,10.1108/s2042-144320190000011014,https://doi.org/10.1108/s2042-144320190000011014,crossref,chinese,arab,tourists,
True,strong,Theme Parks Greet Chinese Tourists,2016,book-chapter,图书章节,The World Meets Asian Tourists,Janice Scarinci; Gene Jeffers,10.1108/s2042-144320160000007011,https://doi.org/10.1108/s2042-144320160000007011,crossref,chinese,arab,tourists,
True,strong,Embracing Chinese tourists in Iceland,2021,book-chapter,图书章节,Asian Mobilities Consumption in a Changing Arctic,Vera Vilhjálmsdóttir; Guđrún Þóra Gunnarsdóttir; Rosemary Black,10.4324/9781003039518-16,https://doi.org/10.4324/9781003039518-16,crossref,chinese,arab,tourists,
True,strong,New Technology and Mediated Chinese Tourists,2023,book,图书,Routledge,Han Shen; Alei Fan; Laurie Wu,10.4324/9781003392347,https://doi.org/10.4324/9781003392347,crossref,chinese,arab,tourists,
True,strong,CHINESE TOURISTS' SHOPPING TALK ON SNS,2015,journal-article,期刊论文,Global Fashion Management Conference,Seoul National University; Ju Yeun Jang; Yeo Gyu Lee; Ha Kyung Lee; Ho Jung Choo,10.15444/gfmc2015.04.09.02,https://doi.org/10.15444/gfmc2015.04.09.02,crossref,chinese,arab,tourists,
True,strong,Shopping Behaviour Chinese Tourists In Bali,2016,proceedings-article,会议论文,Proceedings of the Asia Tourism Forum. 2016 - the 12th Biennial Conference of Hospitality and Tourism Industry in Asia,IGusti Hendriyani,10.2991/atf-16.2016.67,https://doi.org/10.2991/atf-16.2016.67,crossref,chinese,arab,tourists,
True,strong,Service Expectations of Chinese Outbound Tourists,2016,book-chapter,图书章节,Chinese Outbound Tourism 2.0,,10.1201/b19856-20,https://doi.org/10.1201/b19856-20,crossref,chinese,arab,tourists,
True,strong,Media Representations of Chinese Outbound Tourists’ Behavior,2016,book-chapter,图书章节,The World Meets Asian Tourists,Mao-Ying Wu,10.1108/s2042-144320160000007005,https://doi.org/10.1108/s2042-144320160000007005,crossref,china; chinese; mainland china,arab,tourist; tourists,
True,strong,The travel motives of outbound Chinese tourists,2019,journal-article,期刊论文,Turisticko poslovanje,Elly Otafiire; Wenhe Lin; Marko Blažević,10.5937/turpos0-24161,https://doi.org/10.5937/turpos0-24161,crossref,chinese,arab,tourists; travel,
True,strong,Chinese Tourists’ Perception of LCC Service Attributes,2017,journal-article,期刊论文,Journal of the Korean Operations Research and Management Science Society,Sungkon Moon; Changhee Kim; Jin Ah Yang; Soo Wook Kim,10.7737/jkorms.2017.42.4.091,https://doi.org/10.7737/jkorms.2017.42.4.091,crossref,chinese,arab,tourists,
True,strong,Dining trajectories of Chinese tourists in Australia,2018,book-chapter,图书章节,"Food, Wine and China",Richard C. Y. Chang,10.4324/9781315188317-6,https://doi.org/10.4324/9781315188317-6,crossref,chinese,arab,tourists,
True,strong,A Strategy for Attracting Chinese Food Tourists,2013,journal-article,期刊论文,Journal of Agricultural Extension &amp; Community Development,Kyung Rok Doh; Duk Byeong Park,10.12653/jecd.2013.20.4.1079,https://doi.org/10.12653/jecd.2013.20.4.1079,crossref,chinese,arab,tourists,
True,strong,Chinese tourists’ emotional responses in outbound travel,2020,book-chapter,图书章节,Handbook on Tourism and China,Xuhua (Michael) Sun; Songshan (Sam) Huang; Graham Brown,10.4337/9781788117531.00009,https://doi.org/10.4337/9781788117531.00009,crossref,chinese,arab,tourists; travel,
True,strong,The shopping behaviour of Chinese outbound tourists,2022,book-chapter,图书章节,Chinese Outbound Tourist Behaviour,Lina Zhong; Liyu Yang; Alastair M. Morrison,10.4324/9781003121329-17,https://doi.org/10.4324/9781003121329-17,crossref,chinese,arab,tourists,
True,strong,Asymmetric Risk Impacts of Chinese Tourists to Taiwan,2018,journal-article,期刊论文,SSRN Electronic Journal,Chia-Lin Chang; Shu-Han Hsu; Michael McAleer,10.2139/ssrn.3180608,https://doi.org/10.2139/ssrn.3180608,crossref,chinese,arab,tourists,
True,strong,Can Any Country Afford to Snub Chinese Tourists?,2013,journal-article,期刊论文,Nepal Tourism and Development Review,Maria Boyd,10.3126/ntdr.v1i1.7372,https://doi.org/10.3126/ntdr.v1i1.7372,crossref,chinese,arab,tourism; tourists,
True,strong,ANIMOSITY AND TRAVEL INTENTION AMONG CHINESE OUTBOUND TOURISTS,2018,journal-article,期刊论文,Global Fashion Management Conference,"University of Kent, UK; Qionglei Yu; Dorothy Yen; Rong Xiang",10.15444/gmc2018.02.10.08,https://doi.org/10.15444/gmc2018.02.10.08,crossref,chinese,arab,tourists; travel,
True,strong,Chinese tourists' shopping behavior in the United States,2017,report,报告,"Iowa State University, Digital Repository",Lizhu Davis; Xiaowen Qiu; Dean Davis,10.31274/itaa_proceedings-180814-296,https://doi.org/10.31274/itaa_proceedings-180814-296,crossref,chinese,arab,tourists,
True,strong,An Event Study of Chinese Tourists to Taiwan,2018,journal-article,期刊论文,SSRN Electronic Journal,Chia-Lin Chang; Shu-Han Hsu; Michael McAleer,10.2139/ssrn.3100211,https://doi.org/10.2139/ssrn.3100211,crossref,chinese,arab,tourists,
True,strong,A Preliminary Investigation of Chinese Tourists in Berlin,2017,proceedings-article,会议论文,Proceedings of the 2017 3rd International Conference on Humanities and Social Science Research (ICHSSR 2017),Zi Tang; Peiyin Zhang; Jun Bi; Zeguo Qiu,10.2991/ichssr-17.2017.116,https://doi.org/10.2991/ichssr-17.2017.116,crossref,chinese,arab,tourists,
True,strong,"Chinese outbound tourists, policy reforms, and mobility regime *",2020,book-chapter,图书章节,Chinese People’s Diplomacy and Developmental Relations with East Asia,Aranya Siriphon; Zhu Jinsheng,10.4324/9781003027560-3,https://doi.org/10.4324/9781003027560-3,crossref,chinese,arab,tourists,
True,strong,Factors Influencing Chinese Tourists to Travel to Thailand,2017,proceedings-article,会议论文,"Higher Education and Innovation Group in Education (HEAIG) Jan. 8-9, 2017 Bali (Indonesia)",,10.15242/heaig.h0117515,https://doi.org/10.15242/heaig.h0117515,crossref,chinese,arab,tourists; travel,
True,strong,A Study on Chinese tourists and DMZ development,2015,journal-article,期刊论文,JOURNAL OF CHINESE STUDIES,Kim Dug Sam,10.26585/chlab.2015..48.005,https://doi.org/10.26585/chlab.2015..48.005,crossref,chinese,arab,tourists,
True,strong,Exploratory understanding of the Korean-Chinese tourists to Korea,2022,journal-article,期刊论文,The Convergence Tourism Contents Society,The Convergence Tourism Contents Society; Zhe-Hao Cui; Yuan-Yuan Li; Guang-Yi Jin; Jin Young Chung,10.22556/jctc.2022.8.2.53,https://doi.org/10.22556/jctc.2022.8.2.53,crossref,chinese,arab,destinations; tourism; tourists; travel,
True,strong,FOOD PREFERENCES – THE KEY ELEMENT IN SERVICING CHINESE TOURISTS,2021,journal-article,期刊论文,Diplomatic Economic and Cultural Relations between China and Central and Eastern European countries,Yana Shishkova,10.62635/hn5p-t9zd,https://doi.org/10.62635/hn5p-t9zd,crossref,chinese,arab,tourists,
True,strong,CULTURAL CHINESE TOURISTS OR OUR READY TO ACCEPT THEM?,2020,proceedings-article,会议论文,RUSSIA AND CHINA: A VECTOR OF DEVELOPMENT,V.A. Chernov Far Eastern State Transport University; V.A. Chernov,10.22250/rc.2019.2.101,https://doi.org/10.22250/rc.2019.2.101,crossref,chinese,arab,tourists,
True,strong,Responses to Chinese tourists’ interest in wine and food,2018,book-chapter,图书章节,"Food, Wine and China",Michael Volgger; Harald Pechlaner,10.4324/9781315188317-13,https://doi.org/10.4324/9781315188317-13,crossref,chinese,arab,tourists,
True,strong,"3 Chinese Tourists in a Socialist World, 1956–65",2026,book-chapter,图书章节,A Guide to Mao's China,,10.1515/9781501785924-008,https://doi.org/10.1515/9781501785924-008,crossref,chinese,arab,tourists,
